0.875
class4,p
II,0.41200991983529095
II,0.38671987827023674
nonevent,0.9387937324237717
II,0.5068160603527455
nonevent,0.9462577874916114
II,0.4206296922643054
II,0.6135104892238962
II,0.4185654173117542
II,0.3964593632646104
nonevent,0.6394107354824496
nonevent,0.9023410195410084
II,0.40726623715040644
Ib,0.4072609482666968
II,0.5076356453569052
II,0.5221290147908334
nonevent,0.4353419886352644
II,0.4901514203359138
nonevent,0.8421627939066576
II,0.40098550636656877
II,0.6076074661296422
nonevent,0.7710743988154074
nonevent,0.8763818199072678
nonevent,0.44203071707543395
nonevent,0.8585661742662033
II,0.48807377256527945
nonevent,0.8912919786905267
nonevent,0.4718883009079721
nonevent,0.6317705578496472
II,0.49409862175991925
Ib,0.37652103051511443
Ia,0.3488663790020948
nonevent,0.9405960694221438
II,0.3917851642944427
nonevent,0.8893194431252476
nonevent,0.34708752157344097
nonevent,0.37694586148263565
nonevent,0.733549229401728
nonevent,0.8907397928717627
nonevent,0.920413578548303
Ib,0.3805536078468166
nonevent,0.879058519801859
nonevent,0.8926753554904495
nonevent,0.8969144687576855
Ib,0.4437863316551757
nonevent,0.8287881350747712
II,0.5821483503729601
nonevent,0.8692022847128614
nonevent,0.9043929884993274
II,0.5191937173330539
II,0.4401467548796082
nonevent,0.5425495584738429
Ib,0.42943058095388836
nonevent,0.8084515472081464
nonevent,0.875888425858377
nonevent,0.6839571990713684
nonevent,0.8315554803441161
II,0.3641419708291096
II,0.4866823151682263
nonevent,0.9408320459907181
Ib,0.5176996331478498
II,0.6122683497746532
nonevent,0.8966805790917515
nonevent,0.8856740633974064
II,0.5442821722747923
nonevent,0.95864751320401
nonevent,0.6415628785641089
nonevent,0.5862424733059031
nonevent,0.7983475100887457
II,0.5423679248491668
II,0.6030352180473064
nonevent,0.7301889490624113
nonevent,0.7875297155522183
Ib,0.47295573381439565
nonevent,0.5562053640530945
nonevent,0.880338014364646
nonevent,0.8351513505640766
II,0.500213450229395
II,0.47236997679513176
nonevent,0.8345843924136078
II,0.3820919721114102
II,0.5690329691029996
II,0.4692527172402811
Ib,0.4113618288038605
Ib,0.42436931533564587
nonevent,0.9103017957426063
nonevent,0.7557528739848763
nonevent,0.7657013311086162
II,0.39868150423779103
nonevent,0.9442595912324951
nonevent,0.7296212858278501
nonevent,0.9583588634395839
II,0.6636750687459659
nonevent,0.6153489565484999
nonevent,0.9378614392006984
nonevent,0.6324931597296732
nonevent,0.9131174998200382
nonevent,0.7340647373346136
Ib,0.4153974974531933
nonevent,0.7583542692158608
nonevent,0.6148652454648722
II,0.47185883127788614
nonevent,0.8168553399457613
nonevent,0.9016120518161973
nonevent,0.5669565189460614
nonevent,0.8598028055789004
Ib,0.49195938168465825
Ib,0.5120599210183938
nonevent,0.7686573885894221
II,0.4317639301163379
II,0.37557210179180534
nonevent,0.7556341899865777
II,0.4536421374709795
Ib,0.3954411361340347
II,0.4745470603380868
nonevent,0.8570864935646348
nonevent,0.888262279706354
nonevent,0.8645566713098493
Ib,0.43564704387169145
II,0.39903402848356156
Ib,0.3846623704044787
nonevent,0.7733555362368291
nonevent,0.42279388108104654
nonevent,0.8678663612910916
nonevent,0.7809680075994933
nonevent,0.536645858307357
Ib,0.37202690944825845
II,0.48092392816823915
nonevent,0.5966169265629273
nonevent,0.9388292792028041
nonevent,0.9201285022307942
nonevent,0.9298898762658689
nonevent,0.419066838913665
Ia,0.3763018293807542
nonevent,0.9589789403925334
nonevent,0.6515464267350219
nonevent,0.816626382901296
nonevent,0.578032139656216
nonevent,0.9266776794723419
nonevent,0.8496173444916848
nonevent,0.6810489470984397
II,0.3522934893594612
nonevent,0.5555253984086483
Ib,0.5146612474130496
nonevent,0.767871523210005
II,0.5231319370660586
nonevent,0.5409748285907063
II,0.38775852046169973
nonevent,0.5500113010193202
II,0.4986977439170341
II,0.5610580153221285
Ib,0.4854910487615292
II,0.5114721062768528
nonevent,0.9516955897449514
Ib,0.469829024434976
II,0.5571781669387491
nonevent,0.8997469701221441
nonevent,0.9641845906490579
nonevent,0.8465404709269602
II,0.627858231639861
nonevent,0.6762266418103378
Ib,0.34673246253261775
Ib,0.5135376363027806
Ib,0.4179795784324226
nonevent,0.6471648733566081
nonevent,0.7533845417825409
nonevent,0.8915973598908618
nonevent,0.47564104924244816
II,0.42031610729656305
nonevent,0.789563664232427
nonevent,0.933125191543372
II,0.5154051751127929
nonevent,0.5966241061846449
nonevent,0.8575782897692125
II,0.4626509797071821
nonevent,0.9055446237895056
II,0.5576722275432329
nonevent,0.747996617809538
II,0.5042959241808881
nonevent,0.8624631568479004
Ib,0.3702536155580586
Ib,0.3687735089886234
II,0.39929636647012956
nonevent,0.8445686976099315
Ib,0.4457007003424083
nonevent,0.6818675460558293
nonevent,0.5173375770013949
nonevent,0.5753893793886244
nonevent,0.8695708506523713
Ib,0.4811720350068167
nonevent,0.6589797986430302
nonevent,0.8783306412256231
Ib,0.3784482188401512
nonevent,0.7794700254585805
nonevent,0.7801998138518912
nonevent,0.9076673235985149
II,0.3989378617350716
II,0.5906622480589001
nonevent,0.905559265288109
II,0.47325349842518516
nonevent,0.7523585388324424
II,0.5195085485426671
nonevent,0.9379648178575342
Ib,0.43048554419665397
nonevent,0.8229351195844701
nonevent,0.7960193945821008
nonevent,0.88553365355595
nonevent,0.7491619568462357
nonevent,0.8524563459531095
II,0.4818210486625165
II,0.38764437446298355
II,0.5341789411556612
nonevent,0.8205988206146125
II,0.42955248893611775
nonevent,0.8626767242177394
II,0.48170628261169535
nonevent,0.7716897740909114
nonevent,0.9243341099077077
nonevent,0.9130838653952588
II,0.593251567147528
II,0.46739447638927994
nonevent,0.9112330989656966
nonevent,0.8738598309304757
nonevent,0.7426567788993697
II,0.47882442254925467
nonevent,0.83054929831509
nonevent,0.9418549008359018
nonevent,0.8726747824265517
Ib,0.5063943024006917
nonevent,0.8084928268637457
II,0.5604235187820058
Ia,0.37681272814470035
Ib,0.40349308176195103
nonevent,0.8161315812084586
nonevent,0.9503017617546367
nonevent,0.9442500831919098
II,0.4198347342697802
nonevent,0.6176095688378562
II,0.4403975608673787
nonevent,0.8247161331944093
nonevent,0.8571386410523221
nonevent,0.9661373668496468
nonevent,0.5628314768645215
II,0.5426949157148288
nonevent,0.5528347453203193
nonevent,0.9340796953649949
nonevent,0.8132898758130599
nonevent,0.8633644038074906
nonevent,0.8007538161825077
Ia,0.3415577578716475
nonevent,0.8392082576351652
nonevent,0.9220768362942698
nonevent,0.9686071108497201
II,0.5224231296421258
nonevent,0.6002457833418393
nonevent,0.6565132188270414
nonevent,0.628121464610518
Ib,0.4911413701906126
Ib,0.44027535295485404
nonevent,0.6569551439276583
nonevent,0.8866821548214142
Ib,0.36901145164499805
nonevent,0.8558733987174615
nonevent,0.8353678898695317
nonevent,0.5724048509652029
nonevent,0.925757304437967
nonevent,0.35211995218010206
nonevent,0.4985580473753171
nonevent,0.9272028779698006
nonevent,0.7319956112008492
nonevent,0.6713000176957061
nonevent,0.8692918031333954
nonevent,0.9269442535974979
nonevent,0.9336712757691005
nonevent,0.7796322601333349
nonevent,0.6830154652479412
Ib,0.4482515744078236
nonevent,0.9017424122193999
II,0.437243800039773
II,0.38695224795206096
II,0.5485132600471592
II,0.6294137586751131
nonevent,0.49357198353689125
II,0.5062615915341492
nonevent,0.7869187567903756
nonevent,0.8851689030508333
nonevent,0.6721164920154156
nonevent,0.9316089874773765
nonevent,0.6953943043962275
nonevent,0.8594339658564856
II,0.4517344985542407
nonevent,0.9441730646404021
nonevent,0.48396454046851667
nonevent,0.9106171229707986
II,0.346032393526565
Ib,0.46421972883023094
II,0.5470786753215854
nonevent,0.9049062837367121
II,0.4954889257724875
Ib,0.46649726424081595
nonevent,0.9449397002498638
nonevent,0.8525017917109595
nonevent,0.7177394766122205
Ib,0.43827001779809177
II,0.49116615919179996
Ib,0.47064852961270115
nonevent,0.7530899649148354
Ib,0.5210361212450975
nonevent,0.8728337260639144
Ia,0.3981436981011214
nonevent,0.8417611708491106
II,0.4720871734207888
nonevent,0.9490112225549443
nonevent,0.5182007738866842
nonevent,0.6876741796148089
Ib,0.4614211886176183
nonevent,0.9500931156419563
nonevent,0.7454685391696001
nonevent,0.5173522394647808
nonevent,0.47621725899495143
nonevent,0.4485664079483281
nonevent,0.9657833287137201
II,0.3812261953692118
Ib,0.4455365598012401
nonevent,0.9623069830650571
Ib,0.49545133003520125
Ib,0.43685788132226094
II,0.6598365253777329
Ia,0.4017488059657932
II,0.5319771274173554
nonevent,0.9331074431148292
nonevent,0.5338466131657091
II,0.4078581303227114
nonevent,0.4694812617447782
nonevent,0.9023265620917503
II,0.578807491107382
nonevent,0.7236730456841383
Ib,0.4602136896412093
nonevent,0.8108982369900462
Ib,0.36595576927791473
II,0.4792989814478525
nonevent,0.6375236027270844
nonevent,0.8854463583200718
nonevent,0.7810678733349132
II,0.5974898879773017
II,0.46838819777884605
Ib,0.4245901161941487
II,0.4355443433518996
nonevent,0.8989633306545904
nonevent,0.8466689068256684
II,0.4563863478868098
II,0.48389602607401705
Ib,0.40137429460972474
nonevent,0.8867702164620134
Ib,0.42495340498245865
nonevent,0.861509053830559
nonevent,0.8162735691546862
nonevent,0.7815610205753333
II,0.5080781623877622
nonevent,0.478117638340382
nonevent,0.9544670531406653
nonevent,0.8006755154282768
II,0.5154736386588825
II,0.45534644562209625
Ib,0.4382252476610204
nonevent,0.8632148650942428
II,0.5077404648013222
nonevent,0.7915633373779682
nonevent,0.3693049970540277
nonevent,0.8514874465981779
nonevent,0.7431172074907676
II,0.4462523069017042
nonevent,0.7086808456770237
nonevent,0.6180444255700679
nonevent,0.9316445003062166
nonevent,0.9297057586804697
II,0.3988625955564526
Ib,0.44419356591706277
nonevent,0.45198589789135746
nonevent,0.7476268018962082
nonevent,0.8362749263857504
nonevent,0.9476692745683271
II,0.6059738153136395
II,0.4099130640598925
nonevent,0.890781200767445
nonevent,0.7953050854518328
nonevent,0.9000691872819436
nonevent,0.9129797255522025
Ib,0.341410180254292
II,0.452911592523359
nonevent,0.8998791772759267
nonevent,0.5354818329836711
nonevent,0.8480136421932618
nonevent,0.7478418173434349
nonevent,0.9561344844964619
II,0.4800392812728488
II,0.5562834331471758
Ib,0.46921221621742987
nonevent,0.8694727683335545
nonevent,0.5473766288187693
II,0.47433963425782655
nonevent,0.9096896338516561
nonevent,0.869858976103155
II,0.4188716193965793
nonevent,0.9396690409548195
nonevent,0.8881711495653696
Ib,0.39392724500315907
nonevent,0.8124870418759931
nonevent,0.8914188461553891
nonevent,0.5389052981039161
Ia,0.3744114492883286
II,0.47736977408904147
nonevent,0.6401458841105817
II,0.4093424268234939
II,0.395993060409115
II,0.5566468794322116
II,0.4544877817183107
Ib,0.39113633325194636
nonevent,0.605174931056974
Ib,0.43969949012027
Ib,0.4758377160067517
II,0.3844159779265723
nonevent,0.8674257438484936
nonevent,0.7063366292911268
nonevent,0.964620525830175
nonevent,0.8487659763329318
II,0.4843980147138213
nonevent,0.5959804761350794
Ib,0.4814463228732859
II,0.645740113090625
nonevent,0.5074212069194921
Ia,0.35213076468571
nonevent,0.5171838683851357
nonevent,0.6172023497958693
nonevent,0.7987047653061449
II,0.459596325275941
nonevent,0.6189813819755748
nonevent,0.8862161954410966
nonevent,0.8396145238120275
nonevent,0.5952704049189865
nonevent,0.8326639807208497
nonevent,0.6519732597823483
nonevent,0.9286154467511377
II,0.6452111718049502
nonevent,0.5390712634284667
II,0.5077945328590858
nonevent,0.3491069110649514
nonevent,0.8689053798720656
nonevent,0.8311228737713878
II,0.505462530858808
nonevent,0.9460053022001284
nonevent,0.5539617444419731
Ia,0.40903897479572604
nonevent,0.9054061785169207
nonevent,0.9375323198554986
nonevent,0.5955544179277673
nonevent,0.5885746139345692
nonevent,0.9524350775620248
nonevent,0.90578104833277
nonevent,0.8225734886687917
nonevent,0.9034707691275019
Ib,0.44837771607520965
II,0.5133197338965572
II,0.5213459614763539
II,0.5201733484972819
nonevent,0.8158175293465341
II,0.40820855751558954
nonevent,0.9134614827704585
